iso2,year,gender,age_group,frequency
CZ,2007,m,25-34,26
CZ,2007,m,35-44,35
CZ,2007,m,45-54,63
CZ,2007,m,55-64,39
CZ,2007,m,65+,29
CZ,2007,m,unknown,0
CZ,2007,f,0-4,0
CZ,2007,f,5-14,0
CZ,2007,f,0-14,0
CZ,2007,f,15-24,6
CZ,2007,f,25-34,8
CZ,2007,f,35-44,5
CZ,2007,f,45-54,9
CZ,2007,f,55-64,5
CZ,2007,f,65+,28
CZ,2007,f,unknown,0
CZ,2008,m,0-4,0
CZ,2008,m,5-14,0
CZ,2008,m,0-14,0
CZ,2008,m,15-24,7
CZ,2008,m,25-34,29
CZ,2008,m,35-44,39
CZ,2008,m,45-54,44
CZ,2008,m,55-64,36
CZ,2008,m,65+,32
CZ,2008,m,unknown,0
CZ,2008,f,0-4,0
CZ,2008,f,5-14,0
CZ,2008,f,0-14,0
CZ,2008,f,15-24,4
CZ,2008,f,25-34,14
CZ,2008,f,35-44,8
CZ,2008,f,45-54,5
CZ,2008,f,55-64,10
CZ,2008,f,65+,23
CZ,2008,f,unknown,0
DE,1995,m,0-14,14
DE,1995,m,15-24,179
DE,1995,m,25-34,453
DE,1995,m,35-44,539
DE,1995,m,45-54,460
DE,1995,m,55-64,442
DE,1995,m,65+,625
DE,1995,f,0-14,17
DE,1995,f,15-24,115
DE,1995,f,25-34,251
DE,1995,f,35-44,167
DE,1995,f,45-54,89
DE,1995,f,55-64,104
DE,1995,f,65+,397
DE,1996,m,0-14,20
DE,1996,m,15-24,181
DE,1996,m,25-34,377
DE,1996,m,35-44,520
DE,1996,m,45-54,413
DE,1996,m,55-64,405
DE,1996,m,65+,607
DE,1996,f,0-14,19
DE,1996,f,15-24,150
DE,1996,f,25-34,214
DE,1996,f,35-44,180
DE,1996,f,45-54,97
DE,1996,f,55-64,108
DE,1996,f,65+,389
DE,1997,m,0-14,11
DE,1997,m,15-24,166
DE,1997,m,25-34,375
DE,1997,m,35-44,459
DE,1997,m,45-54,384
DE,1997,m,55-64,424
DE,1997,m,65+,509
DE,1997,f,0-14,16
DE,1997,f,15-24,109
DE,1997,f,25-34,204
DE,1997,f,35-44,154
DE,1997,f,45-54,93
DE,1997,f,55-64,99
DE,1997,f,65+,343
DE,1998,m,0-14,9
DE,1998,m,15-24,179
DE,1998,m,25-34,333
DE,1998,m,35-44,448
DE,1998,m,45-54,358
DE,1998,m,55-64,349
DE,1998,m,65+,538
DE,1998,f,0-14,11
DE,1998,f,15-24,121
DE,1998,f,25-34,166
DE,1998,f,35-44,141
DE,1998,f,45-54,93
DE,1998,f,55-64,80
DE,1998,f,65+,298
DE,1999,m,0-14,13
DE,1999,m,15-24,145
DE,1999,m,25-34,308
DE,1999,m,35-44,419
DE,1999,m,45-54,362
DE,1999,m,55-64,335
DE,1999,m,65+,449
DE,1999,f,0-14,15
DE,1999,f,15-24,118
DE,1999,f,25-34,177
DE,1999,f,35-44,98
DE,1999,f,45-54,85
DE,1999,f,55-64,99
DE,1999,f,65+,295
DE,2001,m,0-14,3
DE,2001,m,15-24,3
DE,2001,m,25-34,89
DE,2001,m,35-44,136
DE,2001,m,45-54,106
DE,2001,m,55-64,94
DE,2001,m,65+,119
DE,2001,f,0-14,1
DE,2001,f,15-24,36
DE,2001,f,25-34,59
DE,2001,f,35-44,48
DE,2001,f,45-54,42
DE,2001,f,55-64,26
DE,2001,f,65+,79
DE,2002,m,0-14,3
DE,2002,m,15-24,34
DE,2002,m,25-34,75
DE,2002,m,35-44,102
DE,2002,m,45-54,88
DE,2002,m,55-64,81
DE,2002,m,65+,101
DE,2002,f,0-14,1
DE,2002,f,15-24,32
DE,2002,f,25-34,61
DE,2002,f,35-44,50
DE,2002,f,45-54,14
DE,2002,f,55-64,16
DE,2002,f,65+,64
DE,2003,m,0-14,2
DE,2003,m,15-24,68
DE,2003,m,25-34,107
DE,2003,m,35-44,177
DE,2003,m,45-54,163
DE,2003,m,55-64,103
DE,2003,m,65+,155
DE,2003,f,0-14,10
DE,2003,f,15-24,61
DE,2003,f,25-34,96
DE,2003,f,35-44,86
DE,2003,f,45-54,43
DE,2003,f,55-64,22
DE,2003,f,65+,102
DE,2004,m,0-14,5
DE,2004,m,15-24,63
DE,2004,m,25-34,130
DE,2004,m,35-44,182
DE,2004,m,45-54,161
DE,2004,m,55-64,110
DE,2004,m,65+,198
DE,2004,f,0-14,6
DE,2004,f,15-24,75
DE,2004,f,25-34,110
DE,2004,f,35-44,97
DE,2004,f,45-54,42
DE,2004,f,55-64,32
DE,2004,f,65+,116
DE,2005,m,0-4,2
DE,2005,m,5-14,4
DE,2005,m,0-14,6
DE,2005,m,15-24,59
DE,2005,m,25-34,113
DE,2005,m,35-44,171
DE,2005,m,45-54,167
DE,2005,m,55-64,92
DE,2005,m,65+,167
DE,2005,m,unknown,0
DE,2005,f,0-4,3
DE,2005,f,5-14,1
DE,2005,f,0-14,4
DE,2005,f,15-24,51
DE,2005,f,25-34,104
DE,2005,f,35-44,73
DE,2005,f,45-54,43
DE,2005,f,55-64,37
DE,2005,f,65+,103
DE,2005,f,unknown,0
DE,2006,m,0-4,0
DE,2006,m,5-14,2
DE,2006,m,0-14,2
DE,2006,m,15-24,78
DE,2006,m,25-34,138
DE,2006,m,35-44,169
DE,2006,m,45-54,189
DE,2006,m,55-64,103
DE,2006,m,65+,199
DE,2006,m,unknown,0
DE,2006,f,0-4,2
DE,2006,f,5-14,5
DE,2006,f,0-14,7
DE,2006,f,15-24,66
DE,2006,f,25-34,109
DE,2006,f,35-44,77
DE,2006,f,45-54,39
DE,2006,f,55-64,24
DE,2006,f,65+,102
DE,2006,f,unknown,0
DE,2007,m,0-4,0
DE,2007,m,5-14,2
DE,2007,m,0-14,2
DE,2007,m,15-24,116
DE,2007,m,25-34,248
DE,2007,m,35-44,314
DE,2007,m,45-54,344
DE,2007,m,55-64,184
DE,2007,m,65+,362
DE,2007,m,unknown,0
DE,2007,f,0-4,0
DE,2007,f,5-14,4
DE,2007,f,0-14,4
DE,2007,f,15-24,120
DE,2007,f,25-34,176
DE,2007,f,35-44,152
DE,2007,f,45-54,116
DE,2007,f,55-64,46
DE,2007,f,65+,178
DE,2007,f,unknown,0
DE,2008,m,0-4,0
DE,2008,m,5-14,2
DE,2008,m,0-14,2
DE,2008,m,15-24,40
DE,2008,m,25-34,95
DE,2008,m,35-44,114
DE,2008,m,45-54,142
DE,2008,m,55-64,96
DE,2008,m,65+,148
DE,2008,m,unknown,0
DE,2008,f,0-4,1
DE,2008,f,5-14,5
DE,2008,f,0-14,6
DE,2008,f,15-24,35
DE,2008,f,25-34,68
DE,2008,f,35-44,61
DE,2008,f,45-54,41
DE,2008,f,55-64,33
DE,2008,f,65+,71
DE,2008,f,unknown,0
DJ,1996,m,0-14,30
DJ,1996,m,15-24,421
DJ,1996,m,25-34,429
DJ,1996,m,35-44,139
DJ,1996,m,45-54,77
DJ,1996,m,55-64,52
DJ,1996,m,65+,27
DJ,1996,f,0-14,31
DJ,1996,f,15-24,247
DJ,1996,f,25-34,212
DJ,1996,f,35-44,67
DJ,1996,f,45-54,38
DJ,1996,f,55-64,21
DJ,1996,f,65+,5
DJ,1997,m,0-14,52
DJ,1997,m,15-24,428
DJ,1997,m,25-34,442
DJ,1997,m,35-44,167
DJ,1997,m,45-54,115
DJ,1997,m,55-64,66
DJ,1997,m,65+,23
DJ,1997,f,0-14,51
DJ,1997,f,15-24,202
DJ,1997,f,25-34,225
DJ,1997,f,35-44,75
DJ,1997,f,45-54,38
DJ,1997,f,55-64,17
DJ,1997,f,65+,4
DJ,1998,m,0-14,23
DJ,1998,m,15-24,348
DJ,1998,m,25-34,396
DJ,1998,m,35-44,191
DJ,1998,m,45-54,81
DJ,1998,m,55-64,57
DJ,1998,m,65+,23
DJ,1998,f,0-14,28
DJ,1998,f,15-24,208
DJ,1998,f,25-34,197
DJ,1998,f,35-44,76
DJ,1998,f,45-54,43
DJ,1998,f,55-64,17
DJ,1998,f,65+,9
DJ,1999,m,0-14,25
DJ,1999,m,15-24,348
DJ,1999,m,25-34,371
DJ,1999,m,35-44,159
DJ,1999,m,45-54,87
DJ,1999,m,55-64,67
DJ,1999,m,65+,22
DJ,1999,f,0-14,20
DJ,1999,f,15-24,158
DJ,1999,f,25-34,168
DJ,1999,f,35-44,84
DJ,1999,f,45-54,38
DJ,1999,f,55-64,20
DJ,1999,f,65+,3
DJ,2000,m,0-14,17
DJ,2000,m,15-24,302
DJ,2000,m,25-34,347
DJ,2000,m,35-44,139
DJ,2000,m,45-54,67
DJ,2000,m,55-64,60
DJ,2000,m,65+,42
DJ,2000,f,0-14,12
DJ,2000,f,15-24,147
DJ,2000,f,25-34,156
DJ,2000,f,35-44,47
DJ,2000,f,45-54,31
DJ,2000,f,55-64,17
DJ,2000,f,65+,10
DJ,2001,m,0-14,17
DJ,2001,m,15-24,267
DJ,2001,m,25-34,331
DJ,2001,m,35-44,125
DJ,2001,m,45-54,65
DJ,2001,m,55-64,51
DJ,2001,m,65+,23
DJ,2001,f,0-14,17
DJ,2001,f,15-24,156
DJ,2001,f,25-34,134
DJ,2001,f,35-44,59
DJ,2001,f,45-54,44
DJ,2001,f,55-64,15
DJ,2001,f,65+,8
DJ,2002,m,0-14,20
DJ,2002,m,15-24,256
DJ,2002,m,25-34,320
DJ,2002,m,35-44,124
DJ,2002,m,45-54,58
DJ,2002,m,55-64,55
DJ,2002,m,65+,25
DJ,2002,f,0-14,18
DJ,2002,f,15-24,142
DJ,2002,f,25-34,136
DJ,2002,f,35-44,48
DJ,2002,f,45-54,28
DJ,2002,f,55-64,19
DJ,2002,f,65+,4
DJ,2003,m,0-14,10
DJ,2003,m,15-24,222
DJ,2003,m,25-34,288
DJ,2003,m,35-44,132
DJ,2003,m,45-54,76
DJ,2003,m,55-64,42
DJ,2003,m,65+,24
DJ,2003,f,0-14,19
DJ,2003,f,15-24,127
DJ,2003,f,25-34,123
DJ,2003,f,35-44,55
DJ,2003,f,45-54,38
DJ,2003,f,55-64,28
DJ,2003,f,65+,8
DJ,2004,m,0-14,19
DJ,2004,m,15-24,217
DJ,2004,m,25-34,225
DJ,2004,m,35-44,142
DJ,2004,m,45-54,68
DJ,2004,m,55-64,38
DJ,2004,m,65+,28
DJ,2004,f,0-14,16
DJ,2004,f,15-24,111
DJ,2004,f,25-34,115
DJ,2004,f,35-44,49
DJ,2004,f,45-54,23
DJ,2004,f,55-64,25
DJ,2004,f,65+,10
DJ,2005,m,0-14,18
DJ,2005,m,15-24,220
DJ,2005,m,25-34,252
DJ,2005,m,35-44,119
DJ,2005,m,45-54,62
DJ,2005,m,55-64,47
DJ,2005,m,65+,29
DJ,2005,f,0-14,23
DJ,2005,f,15-24,123
DJ,2005,f,25-34,117
DJ,2005,f,35-44,66
DJ,2005,f,45-54,23
DJ,2005,f,55-64,13
DJ,2005,f,65+,8
DJ,2006,m,0-14,14
DJ,2006,m,15-24,225
DJ,2006,m,25-34,246
DJ,2006,m,35-44,165
DJ,2006,m,45-54,63
DJ,2006,m,55-64,33
DJ,2006,m,65+,20
DJ,2006,f,0-14,24
DJ,2006,f,15-24,117
DJ,2006,f,25-34,129
DJ,2006,f,35-44,59
DJ,2006,f,45-54,35
DJ,2006,f,55-64,18
DJ,2006,f,65+,5
DJ,2007,m,0-4,4
DJ,2007,m,5-14,10
DJ,2007,m,0-14,14
DJ,2007,m,15-24,241
DJ,2007,m,25-34,264
DJ,2007,m,35-44,142
DJ,2007,m,45-54,83
DJ,2007,m,55-64,44
DJ,2007,m,65+,23
DJ,2007,f,0-4,2
DJ,2007,f,5-14,6
DJ,2007,f,0-14,8
DJ,2007,f,15-24,129
DJ,2007,f,25-34,131
DJ,2007,f,35-44,62
DJ,2007,f,45-54,35
DJ,2007,f,55-64,14
DJ,2007,f,65+,18
DJ,2008,m,0-14,17
DJ,2008,m,15-24,232
DJ,2008,m,25-34,275
DJ,2008,m,35-44,180
DJ,2008,m,45-54,93
DJ,2008,m,55-64,56
DJ,2008,m,65+,46
DJ,2008,f,0-14,22
DJ,2008,f,15-24,138
DJ,2008,f,25-34,159
DJ,2008,f,35-44,79
DJ,2008,f,45-54,53
DJ,2008,f,55-64,15
DJ,2008,f,65+,10
DK,1995,m,0-14,0
DK,1995,m,15-24,7
DK,1995,m,25-34,16
DK,1995,m,35-44,28
DK,1995,m,45-54,18
DK,1995,m,55-64,9
DK,1995,m,65+,11
DK,1995,f,0-14,2
DK,1995,f,15-24,7
DK,1995,f,25-34,13
DK,1995,f,35-44,8
DK,1995,f,45-54,4
DK,1995,f,55-64,3
DK,1995,f,65+,2
DK,1996,m,0-14,0
DK,1996,m,15-24,4
DK,1996,m,25-34,16
DK,1996,m,35-44,13
DK,1996,m,45-54,13
DK,1996,m,55-64,8
DK,1996,m,65+,6
DK,1996,f,0-14,0
DK,1996,f,15-24,5
DK,1996,f,25-34,9
DK,1996,f,35-44,8
DK,1996,f,45-54,4
DK,1996,f,55-64,3
DK,1996,f,65+,8
DK,1997,m,0-14,1
DK,1997,m,15-24,11
DK,1997,m,25-34,19
DK,1997,m,35-44,23
DK,1997,m,45-54,16
DK,1997,m,55-64,6
DK,1997,m,65+,6
DK,1997,f,0-14,1
DK,1997,f,15-24,6
DK,1997,f,25-34,8
DK,1997,f,35-44,2
DK,1997,f,45-54,5
DK,1997,f,55-64,2
DK,1997,f,65+,8
DK,1998,m,0-14,0
DK,1998,m,15-24,7
DK,1998,m,25-34,20
DK,1998,m,35-44,21
DK,1998,m,45-54,18
DK,1998,m,55-64,7
DK,1998,m,65+,9
DK,1998,f,0-14,1
DK,1998,f,15-24,6
DK,1998,f,25-34,16
DK,1998,f,35-44,8
DK,1998,f,45-54,7
DK,1998,f,55-64,6
DK,1998,f,65+,6
DK,1999,m,0-14,4
DK,1999,m,15-24,9
DK,1999,m,25-34,29
DK,1999,m,35-44,23
DK,1999,m,45-54,21
DK,1999,m,55-64,8
DK,1999,m,65+,9
DK,1999,f,0-14,1
DK,1999,f,15-24,11
DK,1999,f,25-34,18
DK,1999,f,35-44,11
DK,1999,f,45-54,7
DK,1999,f,55-64,8
DK,1999,f,65+,11
DK,2000,m,0-14,5
DK,2000,m,15-24,10
DK,2000,m,25-34,20
DK,2000,m,35-44,24
DK,2000,m,45-54,16
DK,2000,m,55-64,11
DK,2000,m,65+,14
DK,2000,f,0-14,5
DK,2000,f,15-24,16
DK,2000,f,25-34,15
DK,2000,f,35-44,14
DK,2000,f,45-54,6
DK,2000,f,55-64,7
DK,2000,f,65+,8
DK,2001,m,0-14,1
DK,2001,m,15-24,10
DK,2001,m,25-34,15
DK,2001,m,35-44,20
DK,2001,m,45-54,15
DK,2001,m,55-64,4
DK,2001,m,65+,9
DK,2001,f,0-14,5
DK,2001,f,15-24,5
DK,2001,f,25-34,12
DK,2001,f,35-44,13
DK,2001,f,45-54,7
DK,2001,f,55-64,5
DK,2001,f,65+,3
DK,2002,m,0-14,2
DK,2002,m,15-24,11
DK,2002,m,25-34,8
DK,2002,m,35-44,25
DK,2002,m,45-54,14
DK,2002,m,55-64,6
DK,2002,m,65+,9
DK,2002,f,0-14,1
DK,2002,f,15-24,14
DK,2002,f,25-34,17
DK,2002,f,35-44,11
DK,2002,f,45-54,10
DK,2002,f,55-64,2
DK,2002,f,65+,5
DK,2003,m,0-14,3
DK,2003,m,15-24,11
DK,2003,m,25-34,20
DK,2003,m,35-44,23
DK,2003,m,45-54,22
DK,2003,m,55-64,12
DK,2003,m,65+,9
DK,2003,f,0-14,0
DK,2003,f,15-24,6
DK,2003,f,25-34,13
DK,2003,f,35-44,12
DK,2003,f,45-54,6
DK,2003,f,55-64,2
DK,2003,f,65+,4
DK,2004,m,0-14,1
DK,2004,m,15-24,6
DK,2004,m,25-34,12
DK,2004,m,35-44,17
DK,2004,m,45-54,27
DK,2004,m,55-64,15
DK,2004,m,65+,12
DK,2004,f,0-14,2
DK,2004,f,15-24,10
DK,2004,f,25-34,16
DK,2004,f,35-44,10
DK,2004,f,45-54,9
DK,2004,f,55-64,7
DK,2004,f,65+,2
DK,2005,m,0-4,0
DK,2005,m,5-14,0
DK,2005,m,0-14,0
DK,2005,m,15-24,12
DK,2005,m,25-34,12
DK,2005,m,35-44,18
DK,2005,m,45-54,23
DK,2005,m,55-64,9
DK,2005,m,65+,7
DK,2005,m,unknown,0
DK,2005,f,0-4,0
DK,2005,f,5-14,2
DK,2005,f,0-14,2
DK,2005,f,15-24,11
DK,2005,f,25-34,5
DK,2005,f,35-44,13
DK,2005,f,45-54,9
DK,2005,f,55-64,3
DK,2005,f,65+,5
DK,2005,f,unknown,0
DK,2006,m,0-4,0
DK,2006,m,5-14,0
DK,2006,m,0-14,0
DK,2006,m,15-24,8
DK,2006,m,25-34,13
DK,2006,m,35-44,15
DK,2006,m,45-54,27
DK,2006,m,55-64,10
DK,2006,m,65+,8
DK,2006,m,unknown,0
DK,2006,f,0-4,0
DK,2006,f,5-14,1
DK,2006,f,0-14,1
DK,2006,f,15-24,6
DK,2006,f,25-34,12
DK,2006,f,35-44,9
DK,2006,f,45-54,5
DK,2006,f,55-64,5
DK,2006,f,65+,4
DK,2006,f,unknown,0
DK,2007,m,0-4,0
DK,2007,m,5-14,0
DK,2007,m,0-14,0
DK,2007,m,15-24,6
DK,2007,m,25-34,12
DK,2007,m,35-44,20
DK,2007,m,45-54,29
DK,2007,m,55-64,16
DK,2007,m,65+,6
DK,2007,m,unknown,0
DK,2007,f,0-4,1
DK,2007,f,5-14,0
DK,2007,f,0-14,1
DK,2007,f,15-24,8
DK,2007,f,25-34,12
DK,2007,f,35-44,8
DK,2007,f,45-54,4
DK,2007,f,55-64,5
DK,2007,f,65+,8
DK,2007,f,unknown,0
DK,2008,m,0-4,0
DK,2008,m,5-14,0
DK,2008,m,0-14,0
DK,2008,m,15-24,8
DK,2008,m,25-34,15
DK,2008,m,35-44,9
DK,2008,m,45-54,24
DK,2008,m,55-64,10
DK,2008,m,65+,8
DK,2008,m,unknown,0
DK,2008,f,0-4,0
DK,2008,f,5-14,2
DK,2008,f,0-14,2
DK,2008,f,15-24,5
DK,2008,f,25-34,7
DK,2008,f,35-44,5
DK,2008,f,45-54,8
DK,2008,f,55-64,4
DK,2008,f,65+,1
DK,2008,f,unknown,0
DM,1996,m,0-14,0
DM,1996,m,15-24,0
DM,1996,m,25-34,1
DM,1996,m,35-44,2
DM,1996,m,45-54,1
DM,1996,m,55-64,1
DM,1996,m,65+,0
DM,1996,f,0-14,0
DM,1996,f,15-24,0
DM,1996,f,25-34,1
DM,1996,f,35-44,0
DM,1996,f,45-54,1
DM,1996,f,55-64,0
DM,1996,f,65+,0
DM,1997,m,0-14,0
DM,1997,m,15-24,0
DM,1997,m,25-34,0
DM,1997,m,35-44,0
DM,1997,m,45-54,1
DM,1997,m,55-64,1
DM,1997,m,65+,1
DM,1997,f,0-14,0
DM,1997,f,15-24,0
DM,1997,f,25-34,0
DM,1997,f,35-44,0
DM,1997,f,45-54,1
DM,1997,f,55-64,1
DM,1997,f,65+,0
DM,1998,m,0-14,0
DM,1998,m,15-24,0
DM,1998,m,25-34,0
DM,1998,m,35-44,0
DM,1998,m,45-54,1
DM,1998,m,55-64,0
DM,1998,m,65+,0
DM,1998,f,0-14,0
DM,1998,f,15-24,2
DM,1998,f,25-34,0
DM,1998,f,35-44,1
DM,1998,f,45-54,0
DM,1998,f,55-64,1
DM,1998,f,65+,0
DM,2002,m,55-64,1
DM,2002,f,35-44,1
DM,2006,m,0-4,0
DM,2006,m,5-14,0
DM,2006,m,0-14,0
DM,2006,m,15-24,0
DM,2006,m,25-34,1
DM,2006,m,35-44,1
DM,2006,m,45-54,0
DM,2006,m,55-64,1
DM,2006,m,65+,1
DM,2006,f,0-4,0
DM,2006,f,5-14,0
DM,2006,f,0-14,0
DM,2006,f,15-24,1
DM,2006,f,25-34,0
DM,2006,f,35-44,1
DM,2006,f,45-54,1
DM,2006,f,55-64,1
DM,2006,f,65+,0
DM,2007,m,0-4,0
DM,2007,m,5-14,0
DM,2007,m,0-14,0
DM,2007,m,15-24,0
DM,2007,m,25-34,0
DM,2007,m,35-44,1
DM,2007,m,45-54,0
DM,2007,m,55-64,1
DM,2007,m,65+,0
DM,2007,f,0-4,0
DM,2007,f,5-14,0
DM,2007,f,0-14,0
DM,2007,f,15-24,0
DM,2007,f,25-34,0
DM,2007,f,35-44,0
DM,2007,f,45-54,0
DM,2007,f,55-64,1
DM,2007,f,65+,0
DM,2008,m,0-4,0
DM,2008,m,5-14,0
DM,2008,m,0-14,0
DM,2008,m,15-24,0
DM,2008,m,25-34,0
DM,2008,m,35-44,1
DM,2008,m,45-54,2
DM,2008,m,55-64,0
DM,2008,m,65+,0
DM,2008,m,unknown,0
DM,2008,f,0-4,0
DM,2008,f,5-14,0
DM,2008,f,0-14,0
DM,2008,f,15-24,0
DM,2008,f,25-34,0
DM,2008,f,35-44,0
DM,2008,f,45-54,0
DM,2008,f,55-64,0
DM,2008,f,65+,0
DM,2008,f,unknown,0
DO,1996,m,0-14,17
DO,1996,m,15-24,231
DO,1996,m,25-34,262
DO,1996,m,35-44,128
DO,1996,m,45-54,79
DO,1996,m,55-64,45
DO,1996,m,65+,42
DO,1996,f,0-14,21
DO,1996,f,15-24,178
DO,1996,f,25-34,147
DO,1996,f,35-44,61
DO,1996,f,45-54,44
DO,1996,f,55-64,23
DO,1996,f,65+,22
DO,1997,m,0-14,76
DO,1997,m,15-24,450
DO,1997,m,25-34,471
DO,1997,m,35-44,246
DO,1997,m,45-54,145
DO,1997,m,55-64,111
DO,1997,m,65+,81
DO,1997,f,0-14,53
DO,1997,f,15-24,314
DO,1997,f,25-34,329
DO,1997,f,35-44,171
DO,1997,f,45-54,102
DO,1997,f,55-64,77
DO,1997,f,65+,56
DO,1998,m,0-14,62
DO,1998,m,15-24,340
DO,1998,m,25-34,416
DO,1998,m,35-44,184
DO,1998,m,45-54,130
DO,1998,m,55-64,114
DO,1998,m,65+,50
DO,1998,f,0-14,60
DO,1998,f,15-24,265
DO,1998,f,25-34,247
DO,1998,f,35-44,141
DO,1998,f,45-54,79
DO,1998,f,55-64,73
DO,1998,f,65+,33
DO,1999,m,0-14,90
DO,1999,m,15-24,507
DO,1999,m,25-34,485
DO,1999,m,35-44,356
DO,1999,m,45-54,238
DO,1999,m,55-64,166
DO,1999,m,65+,183
DO,1999,f,0-14,99
DO,1999,f,15-24,363
DO,1999,f,25-34,359
DO,1999,f,35-44,226
DO,1999,f,45-54,160
DO,1999,f,55-64,121
DO,1999,f,65+,136
DO,2000,m,0-14,73
DO,2000,m,15-24,410
DO,2000,m,25-34,481
DO,2000,m,35-44,344
DO,2000,m,45-54,173
DO,2000,m,55-64,125
DO,2000,m,65+,113
DO,2000,f,0-14,65
DO,2000,f,15-24,317
DO,2000,f,25-34,325
DO,2000,f,35-44,212
DO,2000,f,45-54,115
DO,2000,f,55-64,79
DO,2000,f,65+,75
DO,2002,m,0-14,39
DO,2002,m,15-24,295
DO,2002,m,25-34,417
DO,2002,m,35-44,270
DO,2002,m,45-54,145
DO,2002,m,55-64,86
DO,2002,m,65+,71
DO,2002,f,0-14,35
DO,2002,f,15-24,251
DO,2002,f,25-34,241
DO,2002,f,35-44,137
DO,2002,f,45-54,81
DO,2002,f,55-64,49
DO,2002,f,65+,62
DO,2003,m,0-14,52
DO,2003,m,15-24,364
DO,2003,m,25-34,518
DO,2003,m,35-44,331
DO,2003,m,45-54,194
DO,2003,m,55-64,116
DO,2003,m,65+,112
DO,2003,f,0-14,48
DO,2003,f,15-24,301
DO,2003,f,25-34,288
DO,2003,f,35-44,211
DO,2003,f,45-54,116
DO,2003,f,55-64,82
DO,2003,f,65+,73
DO,2004,m,0-14,45
DO,2004,m,15-24,391
DO,2004,m,25-34,502
DO,2004,m,35-44,363
DO,2004,m,45-54,180
DO,2004,m,55-64,122
DO,2004,m,65+,104
DO,2004,f,0-14,39
DO,2004,f,15-24,301
DO,2004,f,25-34,288
DO,2004,f,35-44,177
DO,2004,f,45-54,104
DO,2004,f,55-64,60
DO,2004,f,65+,44
DO,2005,m,0-14,43
DO,2005,m,15-24,399
DO,2005,m,25-34,483
DO,2005,m,35-44,386
DO,2005,m,45-54,228
DO,2005,m,55-64,123
DO,2005,m,65+,105
DO,2005,f,0-14,57
DO,2005,f,15-24,339
DO,2005,f,25-34,332
DO,2005,f,35-44,209
DO,2005,f,45-54,119
DO,2005,f,55-64,72
DO,2005,f,65+,54
DO,2006,m,0-14,25
DO,2006,m,15-24,342
DO,2006,m,25-34,480
DO,2006,m,35-44,340
DO,2006,m,45-54,207
DO,2006,m,55-64,111
DO,2006,m,65+,92
DO,2006,f,0-14,38
DO,2006,f,15-24,287
DO,2006,f,25-34,320
DO,2006,f,35-44,189
DO,2006,f,45-54,106
DO,2006,f,55-64,63
DO,2006,f,65+,58
DO,2007,m,0-14,23
DO,2007,m,15-24,290
DO,2007,m,25-34,403
DO,2007,m,35-44,362
DO,2007,m,45-54,209
DO,2007,m,55-64,108
DO,2007,m,65+,85
DO,2007,f,0-14,29
DO,2007,f,15-24,249
DO,2007,f,25-34,242
DO,2007,f,35-44,174
DO,2007,f,45-54,103
DO,2007,f,55-64,53
DO,2007,f,65+,43
DO,2008,m,0-4,2
DO,2008,m,5-14,14
DO,2008,m,0-14,16
DO,2008,m,15-24,322
DO,2008,m,25-34,398
DO,2008,m,35-44,337
DO,2008,m,45-54,198
DO,2008,m,55-64,122
DO,2008,m,65+,105
DO,2008,m,unknown,0
DO,2008,f,0-4,4
DO,2008,f,5-14,30
DO,2008,f,0-14,34
DO,2008,f,15-24,288
DO,2008,f,25-34,272
DO,2008,f,35-44,163
DO,2008,f,45-54,96
DO,2008,f,55-64,55
DO,2008,f,65+,52
DO,2008,f,unknown,0
DZ,1997,m,0-14,659
DZ,1997,m,15-24,1422
DZ,1997,m,25-34,1982
DZ,1997,m,35-44,639
DZ,1997,m,45-54,357
DZ,1997,m,55-64,312
DZ,1997,m,65+,396
DZ,1997,f,0-14,92
DZ,1997,f,15-24,1102
DZ,1997,f,25-34,702
DZ,1997,f,35-44,405
DZ,1997,f,45-54,242
DZ,1997,f,55-64,236
DZ,1997,f,65+,356
DZ,1999,m,0-14,40
DZ,1999,m,15-24,1193
DZ,1999,m,25-34,1344
DZ,1999,m,35-44,556
DZ,1999,m,45-54,706
DZ,1999,m,55-64,263
DZ,1999,m,65+,315
DZ,1999,f,0-14,92
DZ,1999,f,15-24,884
DZ,1999,f,25-34,621
DZ,1999,f,35-44,281
DZ,1999,f,45-54,221
DZ,1999,f,55-64,243
DZ,1999,f,65+,329
DZ,2000,m,0-14,59
DZ,2000,m,15-24,927
DZ,2000,m,25-34,1516
DZ,2000,m,35-44,610
DZ,2000,m,45-54,491
DZ,2000,m,55-64,234
DZ,2000,m,65+,299
DZ,2000,f,0-14,36
DZ,2000,f,15-24,1005
DZ,2000,f,25-34,1293
DZ,2000,f,35-44,746
DZ,2000,f,45-54,314
DZ,2000,f,55-64,208
DZ,2000,f,65+,312
DZ,2001,m,0-14,41
DZ,2001,m,15-24,1345
DZ,2001,m,25-34,1614
DZ,2001,m,35-44,708
DZ,2001,m,45-54,401
DZ,2001,m,55-64,283
DZ,2001,m,65+,390
DZ,2001,f,0-14,79
DZ,2001,f,15-24,1057
DZ,2001,f,25-34,782
DZ,2001,f,35-44,352
DZ,2001,f,45-54,287
DZ,2001,f,55-64,280
DZ,2001,f,65+,334
DZ,2002,m,0-14,39
DZ,2002,m,15-24,1364
DZ,2002,m,25-34,1580
DZ,2002,m,35-44,630
DZ,2002,m,45-54,406
DZ,2002,m,55-64,273
DZ,2002,m,65+,280
DZ,2002,f,0-14,71
